代號,名稱,市場,產業別,一年(β),市值(億),成立年數,近3年平均ROE(%),近3年加權平均ROE(%),最新單季ROE(%),PER,累月營收年增(%),最新季度負債總額佔比(%),現金股利連配次數,成交價現金殖利率,一年(σ年),僑外投資持股(%),本國法人持股(%),最新近4Q每股自由金流(元)
3489,森寶,櫃,建材營造業,0.98,19.9,34.3,-1.16,-2.55,-0.18,,-37.9,69.1,7,2.28,42,1.04,62.6,8.87
3490,單井,櫃,光電業,1.1,13.5,36.2,6.77,6.4,1.92,,-6.19,33,12,4.07,41.3,1.83,5.19,-0.98
3491,昇達科,櫃,通信網路業,1.28,291,26,15.7,17.4,2.83,56.8,-5.36,39.5,20,1.48,53.2,21.6,13,11.6
3492,長盛,櫃,電子零組件業,1.03,8.4,31.4,7.55,7.64,2.35,13.5,6.53,37,12,4.23,46.4,1.9,37.5,1.23
3498,陽程,櫃,其他電子業,1.32,31.9,44.5,-2.86,-4.69,0.96,,77.7,31.6,-2,0,57.7,5.69,23.5,4.02
3499,環天科,櫃,通信網路業,0.94,8.52,25.4,-2.18,-2.02,-5.86,,-12.8,38.8,-5,0,44.3,0.71,0.03,-1.11
3508,位速,櫃,其他電子業,1.1,26.6,24,-25.3,-25.9,-10.4,,47.9,81.6,-12,0,51.8,1.33,9.38,-1.1
3511,矽瑪,櫃,電子零組件業,1.06,17.6,21.8,1.15,-2.64,-2.5,,9.37,24,-2,0,50.9,5.46,51.4,-0.19
3512,皇龍,櫃,建材營造業,0.56,25.7,33.3,15.2,11.9,-0.68,25.2,21.4,50.1,5,5.29,24.1,0.65,42,-2.36
3516,亞帝歐,櫃,光電業,0.9,11.8,33.8,2.26,1.75,-0.48,104,-21.2,41.3,5,1.27,36.5,1.1,28.9,-0.87
3520,華盈,櫃,電子零組件業,1.1,10.8,39.6,5.45,3.61,-1.45,,13.5,46.7,3,0.64,43.3,2.2,24.9,0.73
3521,鴻翊,櫃,建材營造業,0.64,15.3,39.5,-20.5,-18.8,1.5,,42.2,21.7,-17,0,41.9,0.14,61.7,1.71
3522,御嵿,櫃,觀光餐旅,1,12.6,24,-27.9,-26.7,-13.2,,38,72.8,-10,0,43,1.63,20.6,-1.11
3523,迎輝,櫃,光電業,0.75,12.2,27.7,-33.2,-31.9,-7.85,,-44,74.1,-16,0,53.7,0.04,65.8,-1.38
3526,凡甲,櫃,電子零組件業,0.89,165,26.9,26.9,28.7,8.52,14.7,26.5,46.6,19,6.49,33.1,21.7,37.9,29.7
3527,聚積,櫃,半導體業,0.82,30.1,26.2,3.52,1.85,-1.86,,-21.3,16.3,20,2.95,37.3,5.31,13.2,1.51
3529,力旺,櫃,半導體業,1.38,"1,576",25,53.2,52.8,11.6,88,6.07,49.1,19,1.04,55.5,63.2,5.88,24.5
3531,先益,櫃,光電業,0.55,14.3,45.9,7.36,6.4,-4.12,,-12.2,21.8,20,3.43,25.3,19.3,26,-1.48
3537,堡達,櫃,電子零組件業,1.05,22.2,38.1,17.2,16.5,-5.73,28,2.7,41.7,19,5.82,38.5,1.98,4.88,4.27
3540,曜越,櫃,電腦及週邊設備業,1.16,26.5,25.8,-0.45,-1.8,-2.32,,32.2,69.7,-1,0,42.8,2.76,0.59,2.61
3541,西柏,櫃,其他電子業,0.74,15,34.7,-2.26,-6.17,-8.21,,19.6,67.8,-2,0,34.7,1,0.36,1.71
3546,宇峻,櫃,文化創意業,0.32,47.9,30.3,18.2,17.6,-1.78,28.1,-3.85,39.6,9,5.01,38.5,10.5,14.4,-1.27
3548,兆利,櫃,電子零組件業,1.28,74.9,21.2,10.7,10.6,-0.88,27.9,8.57,53.2,20,1.81,50,3.13,24.9,-13.1
3551,世禾,櫃,綠能環保,1.26,96.5,28.2,10.1,9.97,2.84,20.8,11.5,25.8,19,2.19,51.2,5.43,29.1,6.94
3552,同致,櫃,其他電子業,1.22,68,45.8,9.15,6.99,0.2,116,-2.34,57.3,5,1.15,45,12.4,14.1,10.1
3555,博士旺,櫃,半導體業,0.33,19.1,22,-19.7,-11.8,-4.92,,252,33,-3,0,57.1,2.1,72.5,-0.46
3556,禾瑞亞,櫃,半導體業,0.76,25,23,13.3,11.3,2.09,23.8,-4.08,26.6,19,5.29,26.5,4.27,15.5,3.32
3558,神準,櫃,通信網路業,1.29,97.5,18.9,19.7,14.8,1.59,24.8,41.8,50.6,18,1.82,51.6,9.16,50.8,15.8
3564,其陽,櫃,通信網路業,1.44,33.2,24.9,6.48,4.93,1.31,57.9,12.1,48,6,1.58,52.2,2.88,63.1,1.04
3567,逸昌,櫃,半導體業,0.72,9.32,25,13.5,12.9,0.76,22,-15.4,15,19,6.56,25.9,3.59,9.43,2.96
3570,大塚,櫃,資訊服務業,0.73,32.5,28.1,22.8,22.9,6.14,13.1,30.9,34.7,18,4.74,42.7,42.2,6.26,15.6
3577,泓格,櫃,電腦及週邊設備業,0.85,47.9,32.1,11.3,9.21,2.54,31.7,12.6,21.9,18,2,46.9,1.06,25.1,3.83
3580,友威科,櫃,其他電子業,1.33,26.8,22.9,19.9,18.6,2.34,15.4,-37.3,43.5,8,4.42,50.8,2.58,4.15,-0.49
3581,博磊,櫃,半導體業,1.18,21.1,26.4,7.62,7.26,-1.37,,1.81,49.9,12,1.21,58.1,10.9,16.6,2.73
3587,閎康,櫃,其他電子業,1.16,140,23.4,16.7,16.1,2.09,29.3,5.94,48.4,15,3.33,40.3,11.6,34.5,2.02
3594,磐儀,櫃,電腦及週邊設備業,1.23,40.6,31.9,6.48,6.39,-0.61,124,40,48.1,18,1.89,44.1,7.08,31.5,-2.1
3597,映興,櫃,電子零組件業,1.24,11.7,38.8,7.95,7.24,-1.98,34.2,29.5,48.5,12,2.86,59.8,2.35,26.2,0.35
3609,三一東林,櫃,電子零組件業,0.68,18.7,23.4,-38.2,-44.3,-17.7,,43.2,81.8,-4,0,49.1,3.54,19.5,-1.06
3611,鼎翰,櫃,電腦及週邊設備業,0.58,88.4,18.5,17.6,15.9,4.63,12.8,39.8,62.3,18,5.37,24,11.7,46.7,-26.3
3615,安可,櫃,光電業,1.22,16.9,18,2.38,2.29,0.1,,-3.48,21.1,2,1.22,51,3.59,25.9,0.5
3623,富晶通,櫃,光電業,1.15,6.36,24.8,-5.64,-5.73,-1.5,,8.65,23.6,-6,0,48.8,1.85,49.8,0.77
3624,光頡,櫃,電子零組件業,1.18,47.6,28,11.3,9.38,-0.03,30.3,1.09,18.8,18,3.03,37.2,42.3,4.35,2.41
3625,西勝,櫃,電腦及週邊設備業,1.33,26.3,29.3,-28.2,-24,4.1,,-24.2,64.6,-5,0,65.3,6.54,17.3,-0.95
3628,盈正,櫃,其他電子業,0.72,22.5,27.4,5.97,5.75,1.8,18,14.4,52.8,18,4,33.7,1.58,31.6,7.16
3629,地心引力,櫃,文化創意業,0.24,8.24,24,-50.8,-46.9,-16.4,,"1,672",14.7,-14,0,60.1,0.06,61,-0.91
3630,新鉅科,櫃,光電業,1.1,73.8,26.1,-17.4,-18.3,21.9,31.4,17.2,26.4,-11,0,54.2,35.4,17.3,11.8
3631,晟楠,櫃,電子零組件業,0.61,17.1,41.4,-3.61,-3.7,-2.9,,-8.46,42.4,-3,0,36.7,7.83,52.6,3.97
3632,研勤,櫃,通信網路業,0.58,4.08,24,-3.06,-3.42,-5.7,,-33.8,56,-11,0,29.6,0.25,4.46,-0.21
3646,艾恩特,櫃,電子零組件業,0.23,11.5,26.5,12.2,11.1,3.52,28.4,-20,46.8,17,5.63,15.4,7.2,11.6,2.82
3663,鑫科,櫃,其他電子業,1.36,57.4,25.5,5.29,4.51,-0.44,264,35.6,46,9,0.76,52.8,2.05,59,2.17
3664,安瑞-KY,櫃,通信網路業,0.75,12.3,16.8,-21.9,-11.9,5.08,258,30.4,68.3,-13,0,52.5,36.6,14.8,-2.89
3666,光耀,櫃,光電業,0.81,17.6,21.2,-39.3,-44.1,-14.9,,-22.3,38.6,-4,0,34.5,0.74,37.7,-1.44
3672,康聯訊,櫃,通信網路業,0.59,5.63,27,-11.6,-14.5,-14,,-12.6,57.6,-2,0,47.7,0.16,36.4,-0.84
3675,德微,櫃,半導體業,1.47,93.8,30.1,16.6,12.8,-1.76,38.5,-12,47.4,10,3,51.1,54.3,3.37,3.54
3680,家登,櫃,半導體業,1.3,319,27.5,15.9,14.4,0.56,34.4,0.54,49.2,17,1.54,43.5,24.7,10.7,-21.6
3684,榮昌,櫃,通信網路業,0.38,14.4,30.3,13.1,11.6,3.08,17.9,28.7,42.3,16,4.79,24.2,0.22,36.4,2.6
3685,元創精密,櫃,電機機械,1,22.7,42,-2.96,-2.54,-4.83,,-13.4,41.3,-4,0,48.9,0.44,46.8,2.26
3687,歐買尬,櫃,數位雲端,1.07,22.9,25.9,9.38,8.53,1.87,37.7,3.32,57.1,6,2.05,39.8,5.9,23,6.74
3689,湧德,櫃,電子零組件業,1.36,86.6,20.5,11.8,12.4,3.54,12.5,25.2,32,16,2.92,48.4,18.1,6.51,2.78
3691,碩禾,櫃,光電業,1.16,76.7,22.2,-11.3,-12,-9.08,,-36.7,41.7,-4,0,45.6,1.69,55,8.39
3693,營邦,櫃,電腦及週邊設備業,1.21,106,29.4,29.7,30.2,0.11,10.8,-4.65,36.1,5,4.45,45.3,2.72,12.5,10.9
3707,漢磊,櫃,半導體業,1.43,233,11,4.12,0.36,-2.14,,-6.9,31.6,-2,0,56.1,8.65,34.9,-4.46
3709,鑫聯大投控,櫃,電腦及週邊設備業,0.97,49.9,8.1,8.36,8.69,5.89,10.4,58.4,80.3,8,2.52,58.4,4.27,61.1,-15.9
3710,連展投控,櫃,電子零組件業,1.18,26.9,7.7,-8.73,-6.6,4.39,234,-2.02,75.1,-8,0,47.4,3.93,0.67,0.7
3713,新晶投控,櫃,綠能環保,0.46,23.7,5.6,0.11,-2.76,-5.56,,-16.9,79.7,-5,0,38.8,0.35,30.9,-3.33
4102,永日,櫃,生技醫療業,0.63,8.83,47.3,10.4,10,-1.11,,-27.3,26.5,5,5.52,26.6,1.53,23.6,0.34
4105,東洋,櫃,生技醫療業,0.42,190,65.2,19.2,19.8,4.37,12,9.4,35.1,23,5.5,16.9,16.7,15.8,5.61
4107,邦特,櫃,生技醫療業,0.56,79,33.9,15.8,15.6,3.45,15.1,-0.21,30.7,19,4.39,23.7,9.67,41.7,3.04
4109,加捷生醫,櫃,生技醫療業,0.74,19.7,30.4,10.6,13.9,0.01,,-16.2,9.11,2,3.01,36.7,0.96,31,-2.19
4111,濟生,櫃,生技醫療業,0.39,18.2,63,9.25,8.52,2.67,12.3,24,29.9,23,3.29,23.7,4.22,16.6,0.67
4113,聯上,櫃,建材營造業,0.93,56.5,27.6,3.78,8.41,-0.29,24.7,-86.1,71.3,1,3.48,42.8,1.41,43.2,-7.72
4114,健喬,櫃,生技醫療業,0.56,178,55.1,6.96,6.19,2.13,23.4,12.7,30.4,15,1.72,23.1,5.54,16,-0.43
4116,明基醫,櫃,生技醫療業,0.73,22.1,36.5,13.9,12.3,1.78,25.9,13.8,59.7,18,3.33,29.6,0.42,56.4,2.94
4120,友華,櫃,生技醫療業,0.54,43.5,43.3,-2.91,-2.26,-0.59,,2.82,43.7,2,2,32.6,6.73,46.1,24.1
4121,優盛,櫃,生技醫療業,0.72,12.4,36.9,2.96,0.55,-0.42,,-0.71,51.1,-1,0,39,1.19,11.6,4.05
4123,晟德,櫃,生技醫療業,0.73,286,65.9,-4.64,-5.2,-4.1,,-7.27,29,8,1.93,30.5,10.3,32,0.64
4126,太醫,櫃,生技醫療業,0.3,64.6,48.1,14.3,14.8,1.09,16,5.2,32.3,15,5.62,16.4,12,40,6.16
4127,天良,櫃,生技醫療業,0.72,15.5,54.4,6.48,4.66,-10.2,,25.5,57.4,-1,0,31.4,1.62,52,-9.35
4128,中天,櫃,生技醫療業,1.07,136,25.4,-6.33,-8.38,-4.06,,10.9,15,-2,0,41.8,6.98,27.9,0.51
4129,聯合,櫃,生技醫療業,0.7,112,32.5,10.5,11.3,1.25,22.5,23.2,47.4,3,3.45,30.1,11.8,29.5,3.83
4130,健亞,櫃,生技醫療業,0.55,26.7,32.5,0.97,1.42,0.52,145,-3.73,9.03,13,0.43,28.4,1.55,1.87,0.26
4131,浩泰,櫃,生技醫療業,0.62,12.7,26.9,-31.4,-26.8,3.51,,259,40.4,-23,0,43.5,0.07,60.8,-3.07
4138,曜亞,櫃,生技醫療業,0.5,28,21.9,12.5,13.4,2.64,13.6,-13.4,41.2,17,5.92,22.2,0.52,53.5,3.44
4139,馬光-KY,櫃,生技醫療業,0.07,11,16.2,-5.16,-4.03,1.56,51,-1.62,65,-4,0,25,20,2.19,5.99
4147,中裕,櫃,生技醫療業,0.91,210,18,-7.68,-7.07,-1.5,,-4.35,18.3,-15,0,36.8,7.95,20,0.45
4153,鈺緯,櫃,生技醫療業,0.52,22.9,30.4,7.04,7.69,2.65,25.8,0.52,30,5,5.13,27.5,0.63,58.9,1.93
4154,樂威科-KY,櫃,其他業,0.55,6.32,15.1,-37.3,-44.4,-9.62,,-52.2,35.9,-10,0,47.5,21.9,11.6,-1.2
4157,太景*-KY,櫃,生技醫療業,0.81,59.9,20,-3.91,-0.94,-12.2,,-80.1,10.7,-12,0,36.9,2.73,32.3,-0.24
4160,訊聯基因,櫃,生技醫療業,0.89,14.2,16.8,8.78,9.4,0.43,44,-14.9,28.1,4,3.47,38.9,1.08,29.1,1.49
4161,聿新科,櫃,生技醫療業,0.57,17.2,26.3,9.44,10.1,0.41,22.3,-6.37,36,2,1.04,27.5,0.87,5.74,2.11
4162,智擎,櫃,生技醫療業,0.91,95.9,23.1,17.7,22.6,0.35,5.77,-10.3,18.5,11,9.12,39.2,9.21,18.9,11.9
4163,鐿鈦,櫃,生技醫療業,0.52,52.9,20.9,14.6,12.9,0.29,24.6,1.61,45.3,16,3.29,23.3,2.8,50.4,-0.43
4166,友霖,櫃,生技醫療業,,63.1,17.6,1.74,3.37,1.02,,6.22,27.2,-14,0,,11.4,72.7,
4167,松瑞藥,櫃,生技醫療業,0.88,55.9,21.6,2.36,3.05,-0.47,12.4,-0.92,11.7,3,2.27,32,11.5,18.1,-0.03
4168,醣聯,櫃,生技醫療業,0.98,27.9,24.6,-16.2,-16.9,-5.12,,251,22,-12,0,45.5,5.21,5.28,0.04
4171,瑞基,櫃,農業科技業,0.73,10.5,20.9,-4.35,-11.3,-9.96,,3.44,34,-2,0,39.5,13.6,9.88,0.36
4173,久裕,櫃,生技醫療業,0.66,18.5,45.3,4.02,4.25,1.56,16.8,21.3,65.9,13,4.79,32.6,2.14,41.4,6.68
4174,浩鼎,櫃,生技醫療業,0.9,67.9,23.4,-37.3,-40.2,-18,,-30.3,17.6,-14,0,41.8,8.56,31.1,-8.26
4175,杏一,櫃,生技醫療業,0.5,25.6,33.4,7.77,5.84,1.94,16.8,3.8,80,14,2.64,18.5,0.24,52.6,5.61
4183,福永生技,櫃,生技醫療業,0.44,4.61,22.9,6.95,6.5,-4.45,,18.7,49.1,10,3.46,28.2,0.09,10.4,-1.14
4188,安克,櫃,生技醫療業,0.81,9.94,16.7,-9.27,-9.17,-3.19,,-38.5,3.42,-13,0,37.3,0.04,45.5,-3.79
4192,杏國,櫃,生技醫療業,0.67,9.32,17.2,-27.9,-30.7,-4.28,,17.8,7.44,-13,0,28.6,0.32,66.2,-1
4198,欣大健康,櫃,生技醫療業,0.63,9.21,12.7,-8.3,-2.51,-6.37,,-21.4,22.7,-12,0,46.4,1.16,2.53,0.78
4205,中華食,櫃,食品工業,0.12,86.8,45.4,18.8,18.9,4.93,20.6,2.01,20.2,27,2.25,10.6,0.67,5.9,2.96
4207,環泰,櫃,食品工業,0.46,36.6,41.2,7.95,8.29,3.97,14.3,-9.68,38.3,8,5.42,19.3,0.38,33,2.62
4303,信立,櫃,塑膠工業,1.2,66.5,52.2,20.4,31.6,-17.6,4.66,403,30.7,2,1.42,55.5,15.1,15.2,-4.09
4304,勝昱,櫃,塑膠工業,0.59,3.05,42.8,-60.4,-69.3,-99.5,,-5.43,97.7,-22,0,56.9,0,31.1,-1.22
4305,世坤,櫃,塑膠工業,0.24,22.5,39,15.6,16.4,0.43,13.7,4.26,25.1,25,7.82,17.9,0.06,14.8,2.56
4401,東隆興,櫃,紡織纖維,0.73,21.7,64.1,3.56,3.34,0.72,22.6,0.45,53.8,23,3.97,26.2,1.68,14.3,1.43
4402,郡都開發,櫃,紡織纖維,0.61,13.7,55.5,-3.11,-2.82,-0.48,252,10.3,2.1,-29,0,52,2.81,48.8,-0.77
4406,新昕纖,櫃,紡織纖維,0.62,5.16,45.4,-2.05,-3.63,-6.3,,31.7,37.7,-13,0,28.6,0.15,8.38,-0.68
4413,飛寶企業,櫃,紡織纖維,0.66,5.43,37.9,7.51,4.79,-3.8,,107,43.5,3,1.15,34,5.72,30.3,-6.56
4416,三圓,櫃,建材營造業,0.41,43,45.7,-4.41,-1.89,5.3,,572,88.3,4,1.71,26.3,0.26,70.7,-0.27
4417,金洲,櫃,紡織纖維,0.55,40.9,51.7,11.6,11.3,5.42,8.19,14.2,36.2,16,5.74,25,4.16,24.7,9.84
4419,皇家美食,櫃,觀光餐旅,0.31,79,34,-12,-7.7,-3.29,,69.6,60.9,-24,0,34.6,0.05,84.1,-0.71
4420,光明,櫃,紡織纖維,0.8,21,59.2,32,34,0.66,4.38,31.8,16,26,10.6,31.9,1.68,58.3,33.4
4430,耀億,櫃,其他業,0.73,10.7,51.8,-3.21,-3.59,-2.49,,2.33,52.6,16,2.62,33.8,2.41,24.3,0.91
4432,銘旺實,櫃,紡織纖維,0.61,8.9,39.6,10.6,9.74,-5.11,31.4,2.15,16.4,3,5.68,32.8,0.99,38.7,-9.62
4433,興采,櫃,紡織纖維,0.59,13.6,36.5,2.64,2.11,-5.38,,2.84,71.5,13,4.5,26.4,0.13,10.6,-6.54
4442,竣邦-KY,櫃,紡織纖維,0.66,17.7,4.1,11.7,12.2,6.4,12.7,40.6,34.7,2,4.27,52.2,67.2,0.19,-0.22
4502,健信,櫃,電機機械,0.31,10.3,47.3,-0.44,0.38,-6.04,,-36.4,73.5,-5,0,33.1,3.63,37.7,-0.02
4503,金雨,櫃,電機機械,1.05,43.5,45.2,-8.07,-7.8,-0.36,,127,9.92,-6,0,46,2.65,32.2,-1.22
4506,崇友,櫃,電機機械,0.26,225,51.3,17.8,18,4.98,21.2,27.6,51.5,30,3.54,16.9,1.65,64.4,8.34
4510,高鋒,櫃,電機機械,1.24,51.1,46.6,4.7,5.28,-4.24,,-16.3,70.2,3,1.69,60.9,3.06,28.7,-0.7
4513,福裕,櫃,電機機械,1.16,24.8,47.4,1.18,0.99,-4.85,,-21.2,67.4,-1,0,47.8,4.51,19.4,-8.69
4523,永彰,櫃,電機機械,0.77,21.6,38.4,-10.6,-11.5,-44.9,,15.9,74.2,-7,0,35.6,4.26,47.3,-11.2
4527,方土霖,櫃,電機機械,0.75,30.1,37.5,15.6,16.4,0.53,12.6,-23.2,43.6,25,8.09,38.9,2.89,40.1,8.19
4528,江興鍛,櫃,電機機械,0.7,16.1,45,3.82,2.48,-0.58,,-11.6,40.4,23,1.05,30.1,0.41,1.69,0.56
4529,淳紳,櫃,其他業,0.68,3.28,37.9,-15.6,-21.2,-7.26,,-22.9,7.54,-11,0,46.7,16.8,8.63,0.1
4530,宏易,櫃,觀光餐旅,0.7,8.02,41,-19,-23.6,-1.78,,81.3,43.2,-22,0,43.3,3.07,31.2,0.04
4533,協易機,櫃,電機機械,1.13,36.4,43.6,6.34,7.7,-4.14,54.8,17.1,60.5,15,5.22,40.2,5.59,13.9,-2.37
4534,慶騰,櫃,電機機械,1.34,15.3,32.6,-10.7,-7.39,-4.99,,-4.1,50.9,-7,0,58.5,0.88,22.2,-0.79
4535,至興,櫃,電機機械,0.37,22.2,37.5,10.5,10.3,0.62,17.8,-9.5,14.8,26,5.44,16.4,0.2,63.6,5.23
4538,大詠城,櫃,電機機械,0.57,10.8,45.7,6.63,4.83,0.01,102,17.5,11.8,14,2.19,22.3,0.54,38.8,-1.16
4541,晟田,櫃,其他業,0.96,33.5,34.1,2.69,2.36,-2.42,38.1,17.7,59.1,1,1.52,56.6,10.6,9.33,2.35
4542,科嶠,櫃,電子零組件業,1.27,20,25.5,2.74,2.81,0.26,,17,58.4,8,1.61,51.4,6.52,37.2,-2.82
4543,萬在,櫃,電機機械,1.17,15.1,41.4,7.98,7.65,-3.29,,-6.88,32.9,3,3.95,38.7,7.61,21.9,0.81
4549,桓達,櫃,電機機械,1.23,68.4,22.6,16.5,15.4,1.54,31.5,-1.66,36.9,13,3.42,52.8,2.74,22.1,0.57
4550,長佳,櫃,電機機械,0.56,9.57,32.3,12.8,12.8,0.46,8.61,-43.6,48.5,13,7.91,24.3,1.7,41.3,6.61
4554,橙的,櫃,其他電子業,0.69,8.32,20.7,7.17,7.76,-3.61,34,26.2,41.1,6,1.11,46.9,24,23.4,-0.28
4556,旭然,櫃,其他業,0.57,9.81,39.9,2.08,1.7,1.05,41.4,-8.46,50.5,11,1.29,30.3,11,39.2,1.76
4558,寶緯,櫃,電機機械,0.8,12.9,36.5,3.32,2.57,-2.64,,11.6,65,1,1.94,49.4,0.49,41.9,-6.43
4561,健椿,櫃,電機機械,1.29,24.5,41.8,12.6,13.4,-0.97,39.9,-25.2,42.7,10,2.86,55.9,1.8,30.2,1.21
4563,百德,櫃,電機機械,1.34,31.9,34.3,10.4,11.1,-2.73,27.2,-8.62,65.5,2,5.17,51.1,2.6,36.6,-4.97
4568,科際精密,櫃,電機機械,0.58,14,11.5,8.03,7.2,-1.02,19.4,-1.96,30,9,4.55,22.5,20,54.9,0.27
4577,達航科技,櫃,其他電子業,1.18,18.2,34.6,-4.44,-7.08,0.07,,24.7,50,-2,0,71.1,2.22,35.4,1.81
4580,捷流閥業,櫃,電機機械,0.42,42.6,45.2,16.1,15.9,2.59,15.8,-2.15,33,7,5.5,21.1,2.72,42.7,5.58
4584,君帆,櫃,電機機械,0.72,15.9,42.4,10.8,10.8,1.95,13.7,7,52.2,4,4.15,33.6,0.05,48.2,1.12
4609,唐鋒,櫃,居家生活,0.25,3.26,49.2,-10.7,-13.3,-11.5,,42.3,78.3,-14,0,57.1,0,0.14,-0.93
4702,中美實,櫃,居家生活,0.67,7.19,61.7,6.19,4.97,-2.34,,-59.8,15.8,-31,0,32.3,43.1,4.45,-1.25
4706,大恭,櫃,化學工業,0.1,22,59.4,3.01,3.32,-2.19,186,-15.1,10.9,33,2.51,28.3,29.5,25.7,0.31
4707,磐亞,櫃,化學工業,0.7,40.3,43.5,6.42,6.31,0.53,13.1,-0.16,32.3,10,2.5,26,0.7,58.9,-0.21
4711,永純,櫃,化學工業,0.58,9.34,60.1,0.18,0.57,-0.02,219,-3.97,18.5,25,3.27,29,1.25,2.74,0.99
4714,永捷,櫃,化學工業,1.1,36.1,34.1,4.07,8.07,-8.2,61.4,108,36,1,0,42.5,1.71,13.1,-14.1
4716,大立,櫃,化學工業,0.97,14.4,55.2,1.28,2.65,-7.77,,-6.33,37.1,1,1.31,43.8,3.24,11.3,-1.68
4721,美琪瑪,櫃,化學工業,1.12,53.8,33.2,15.1,14.1,4.7,26.9,21.9,45.6,25,3.29,45.9,1.43,12.1,-0.02
4726,永昕,櫃,生技醫療業,1,77.2,24,-21.2,-21.7,-7.49,,0.48,45,-19,0,39.3,21.4,27.2,-1.36
4728,雙美,櫃,生技醫療業,0.56,226,24.6,45.7,45.9,13.2,32.4,9.41,47.9,8,2.79,33.2,17.3,43.7,12.9
4729,熒茂,櫃,光電業,1.16,18.3,20.3,3.53,3.11,-0.13,54.7,9.01,61,3,2.13,58.8,2.51,43.7,2.48
4735,豪展,櫃,生技醫療業,0.61,14.4,29.4,7.44,6.74,2.04,18.4,0.8,28.6,11,4.63,24.5,0.12,15.5,1.56
4741,泓瀚,櫃,化學工業,0.67,7.66,21.7,5.88,6.22,-0.74,28.2,-22.8,20.1,17,5.45,36.6,0.97,39.7,0.28
4743,合一,櫃,生技醫療業,1.22,325,17.3,-5.01,-7.08,-7.49,,4.26,7.27,-2,0,49.9,8.31,23.7,4.25
4744,皇將,櫃,生技醫療業,0.81,16.1,23.1,3.67,3.28,1.6,21,7.75,45.8,10,1.37,39.4,2.37,5.31,0.76
4745,合富-KY,櫃,生技醫療業,0.52,12.9,19.9,3.01,2.27,-0.62,,-23.7,32.2,-1,0,25.3,14.3,2.97,8.68
4747,強生,櫃,生技醫療業,0.28,34.1,58.8,6.26,5.73,1.14,41.5,-10.4,16.7,16,2.3,27.8,1.58,22.2,1.15
4749,新應材,櫃,半導體業,,800,22,19.2,20.4,3.35,96.5,32,15.1,4,0.69,,3.62,17.6,-23.6
4754,國碳科,櫃,化學工業,0.4,12,27.4,14.9,15.3,4.05,14.3,1.59,41.7,13,5.06,21.7,0.38,36.2,-0.54
4760,勤凱,櫃,其他電子業,1.27,50.3,18.3,16.2,17.7,1.73,27.3,29.1,37.3,12,2.37,52.3,3.49,12.6,1.72
4767,誠泰科技,櫃,化學工業,0.15,9.11,42.3,8.84,9.11,-0.27,18.1,-15.5,37.2,9,6.21,23.9,0.16,37.6,3.49
4768,晶呈科技,櫃,化學工業,1.31,91.2,14.8,13.6,10.4,-0.3,131,-23.5,43.3,8,2.08,50.3,3.87,8.21,-14
4772,台特化,櫃,化學工業,1.22,456,12.5,12.4,12.9,3.77,101,53.8,12.2,4,0.65,94.2,4.03,42.5,-3.96
